session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation
20260127_172224,1769505745.8686833,0.3,0.989,0.246,0.273,0.077,0.428,0.585,0.494,0.0,0.026,0.68,0.0,0.026,0.78,0.0,0.26,0.299,-0.999,0.0,0.0,"{'tension_score': 0.521, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.78, 'eye_closure': 0.0, 'expression_instability': 0.019, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.417,0.513,0.512,0.517,-0.054,-0.634,0.637
20260127_172224,1769505745.8978908,0.3,0.99,0.245,0.269,0.073,0.422,0.596,0.494,0.0,0.021,0.674,0.0,0.021,0.571,0.006,0.26,0.299,-0.999,0.0,0.0,"{'tension_score': 0.467, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.073, 'lip_compression': 0.571, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.3}}","{'au7_eye_squeeze': {'intensity': 0.596, 'duration_frames': 2, 'onset_frame': 10}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.416,0.512,0.51,0.515,-0.064,-0.644,0.647
20260127_172224,1769505745.9413176,0.3,0.99,0.24,0.264,0.063,0.429,0.584,0.495,0.0,0.018,0.676,0.0,0.018,0.656,0.005,0.276,0.301,-0.999,0.0,0.0,"{'tension_score': 0.485, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.063, 'lip_compression': 0.656, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.3}}","{'au7_eye_squeeze': {'intensity': 0.584, 'duration_frames': 3, 'onset_frame': 10}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.415,0.512,0.51,0.515,-0.067,-0.635,0.639
20260127_172224,1769505745.9694326,0.3,0.99,0.239,0.263,0.069,0.434,0.571,0.495,0.0,0.03,0.682,0.0,0.03,0.655,0.0,0.341,0.302,-0.999,0.0,0.0,"{'tension_score': 0.399, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.069, 'lip_compression': 0.655, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.212}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.292, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.708, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.708,medium,0.415,0.512,0.51,0.515,-0.072,-0.63,0.634
20260127_172224,1769505745.994242,0.3,0.989,0.235,0.259,0.055,0.439,0.559,0.495,0.007,0.031,0.624,0.0,0.031,0.9,0.002,0.153,0.304,-0.999,0.0,0.0,"{'tension_score': 0.544, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.055, 'lip_compression': 0.9, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.415,0.512,0.51,0.515,-0.073,-0.626,0.63
20260127_172224,1769505746.022555,0.3,0.989,0.227,0.257,0.046,0.444,0.56,0.496,0.008,0.013,0.697,0.0,0.013,0.769,0.0,0.341,0.306,-1.0,0.0,0.0,"{'tension_score': 0.435, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.046, 'lip_compression': 0.769, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.227}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.244, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.756, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.756,medium,0.415,0.51,0.51,0.515,-0.076,-0.613,0.618
20260127_172224,1769505746.0570877,0.3,0.988,0.235,0.261,0.054,0.44,0.562,0.495,0.005,0.032,0.658,0.0,0.032,0.914,0.0,0.271,0.302,-0.999,0.0,0.0,"{'tension_score': 0.547, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.054, 'lip_compression': 0.914, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.416,0.511,0.512,0.515,-0.068,-0.623,0.627
20260127_172224,1769505746.0891662,0.3,0.988,0.231,0.255,0.055,0.446,0.542,0.494,0.006,0.04,0.662,0.0,0.04,0.803,0.0,0.292,0.302,-0.999,0.0,0.0,"{'tension_score': 0.52, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.055, 'lip_compression': 0.803, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.416,0.511,0.512,0.515,-0.072,-0.621,0.626
20260127_172224,1769505746.1184547,0.3,0.988,0.232,0.251,0.046,0.45,0.546,0.495,0.01,0.034,0.678,0.0,0.034,0.0,0.02,0.398,0.302,-1.0,0.0,0.0,"{'tension_score': 0.016, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.046, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.015, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 1.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,1.0,low,0.417,0.511,0.513,0.514,-0.069,-0.614,0.618
20260127_172224,1769505746.1791425,0.3,0.989,0.237,0.257,0.041,0.447,0.537,0.495,0.012,0.004,0.734,0.0,0.004,0.0,0.052,0.546,0.3,-1.0,0.0,0.0,"{'tension_score': 0.165, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.041, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.419,0.51,0.514,0.514,-0.062,-0.614,0.617
20260127_172224,1769505746.2280412,0.3,0.987,0.229,0.252,0.036,0.443,0.561,0.495,0.031,0.0,0.766,0.0,0.0,0.0,0.0,0.399,0.293,-1.0,0.0,0.0,"{'tension_score': 0.013, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.036, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.016, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 1.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",surprise,1.0,low,0.417,0.505,0.512,0.51,-0.07,-0.61,0.614
20260127_172224,1769505746.2595825,0.3,0.99,0.23,0.254,0.034,0.445,0.496,0.495,0.039,0.0,0.787,0.0,0.0,0.0,0.0,0.52,0.293,-1.0,0.0,0.0,"{'tension_score': 0.163, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.034, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.15}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.5, 'surprise': 0.5, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",fear,0.5,low,0.416,0.502,0.51,0.507,-0.071,-0.617,0.621
20260127_172224,1769505746.2809644,0.3,0.993,0.234,0.26,0.029,0.446,0.485,0.494,0.052,0.0,0.781,0.0,0.0,0.469,0.0,0.517,0.286,-1.0,0.0,0.0,"{'tension_score': 0.241, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.029, 'lip_compression': 0.469, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.112}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.313, 'surprise': 0.313, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.374, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.374,low,0.415,0.5,0.51,0.504,-0.07,-0.624,0.628
20260127_172224,1769505746.3001673,0.3,0.992,0.233,0.269,0.027,0.449,0.472,0.493,0.065,0.0,0.814,0.0,0.0,0.654,0.0,0.539,0.278,-1.0,0.0,0.0,"{'tension_score': 0.323, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.027, 'lip_compression': 0.654, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.148}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.252, 'surprise': 0.252, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.495, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.495,medium,0.414,0.499,0.509,0.502,-0.063,-0.627,0.63
20260127_172224,1769505746.3234558,0.3,0.993,0.235,0.269,0.014,0.451,0.48,0.493,0.081,0.0,0.812,0.0,0.0,0.683,0.0,0.51,0.27,-1.0,0.0,0.0,"{'tension_score': 0.332, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.014, 'lip_compression': 0.683, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.155}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.241, 'surprise': 0.241, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.517, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.517,medium,0.413,0.497,0.509,0.501,-0.054,-0.627,0.63
20260127_172224,1769505746.355433,0.3,0.994,0.231,0.264,0.01,0.446,0.482,0.492,0.086,0.016,0.823,0.0,0.016,0.78,0.0,0.534,0.267,-1.0,0.0,0.0,"{'tension_score': 0.368, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.01, 'lip_compression': 0.78, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.168}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.221, 'surprise': 0.221, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.559, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.559,medium,0.413,0.497,0.508,0.5,-0.051,-0.634,0.636
20260127_172224,1769505746.402047,0.3,0.994,0.236,0.267,0.003,0.441,0.503,0.491,0.092,0.036,0.851,0.0,0.036,0.909,0.0,0.539,0.261,-1.0,0.0,0.0,"{'tension_score': 0.408, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.003, 'lip_compression': 0.909, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.177}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.205, 'surprise': 0.205, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.59, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.59,medium,0.413,0.497,0.508,0.499,-0.047,-0.637,0.639
20260127_172224,1769505746.4203334,0.3,0.992,0.237,0.266,0.0,0.444,0.449,0.491,0.098,0.036,0.849,0.0,0.036,0.902,0.0,0.48,0.254,-1.0,0.0,0.0,"{'tension_score': 0.454, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.902, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.226}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.247, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.753, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.753,medium,0.413,0.495,0.508,0.497,-0.034,-0.641,0.642
20260127_172224,1769505746.4541304,0.3,0.994,0.235,0.26,0.0,0.438,0.481,0.492,0.103,0.041,0.847,0.0,0.041,0.941,0.0,0.444,0.254,-1.0,0.0,0.0,"{'tension_score': 0.424, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.941, 'eye_closure': 0.0, 'expression_instability': 0.017, 'emotional_influence': 0.186}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.194, 'disgust': 0.185, 'contempt': 0.0, 'anxiety': 0.621, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.621,medium,0.413,0.495,0.508,0.497,-0.032,-0.633,0.634
20260127_172224,1769505746.4840631,0.3,0.993,0.234,0.257,0.0,0.441,0.468,0.492,0.103,0.053,0.843,0.0,0.053,0.964,0.0,0.482,0.252,-1.0,0.0,0.0,"{'tension_score': 0.429, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.964, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.185}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.2, 'disgust': 0.183, 'contempt': 0.0, 'anxiety': 0.617, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.617,medium,0.413,0.494,0.508,0.497,-0.027,-0.632,0.633
20260127_172224,1769505746.518068,0.3,0.994,0.233,0.254,0.0,0.438,0.489,0.492,0.107,0.047,0.867,0.0,0.047,0.908,0.0,0.514,0.249,-1.0,0.0,0.0,"{'tension_score': 0.382, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.908, 'eye_closure': 0.0, 'expression_instability': 0.018, 'emotional_influence': 0.153}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.17, 'surprise': 0.17, 'disgust': 0.152, 'contempt': 0.0, 'anxiety': 0.509, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,0.509,medium,0.413,0.494,0.508,0.496,-0.022,-0.63,0.63
