session_id,timestamp,focus_score,symmetry_score,au4_frown,au12_smile,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au15_mouth_down,au23_lip_compression,au25_mouth_open,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_154954,1768895397.7080963,0.8,0.988,0.394,1.0,0.416,-0.324,0.791,0.006,0.747,0.194,0.0,0.0,"{'tension_score': 0.322, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.394, 'lip_compression': 0.747, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.73552,0.8,0.989,0.389,1.0,0.425,-0.326,0.793,0.008,0.748,0.193,0.0,0.0,"{'tension_score': 0.325, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.389, 'lip_compression': 0.748, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.7653399,0.8,0.988,0.398,1.0,0.414,-0.335,0.792,0.009,0.744,0.191,0.0,0.0,"{'tension_score': 0.322, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.398, 'lip_compression': 0.744, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.7988749,0.8,0.987,0.399,1.0,0.41,-0.386,0.791,0.007,0.754,0.182,0.0,0.0,"{'tension_score': 0.321, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.399, 'lip_compression': 0.754, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.8297555,0.8,0.986,0.405,1.0,0.4,-0.405,0.791,0.007,0.773,0.166,0.0,0.0,"{'tension_score': 0.323, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.405, 'lip_compression': 0.773, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.8605583,0.8,0.987,0.393,1.0,0.387,-0.362,0.791,0.008,0.788,0.156,0.0,0.0,"{'tension_score': 0.328, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.393, 'lip_compression': 0.788, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.8963764,0.8,0.989,0.385,1.0,0.386,-0.362,0.792,0.008,0.772,0.165,0.0,0.0,"{'tension_score': 0.317, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.385, 'lip_compression': 0.772, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.9367647,0.8,0.99,0.38,1.0,0.39,-0.329,0.791,0.007,0.762,0.176,0.0,0.0,"{'tension_score': 0.313, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.38, 'lip_compression': 0.762, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.9687932,0.8,0.99,0.398,1.0,0.388,-0.342,0.792,0.007,0.771,0.166,0.0,0.0,"{'tension_score': 0.323, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.398, 'lip_compression': 0.771, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895397.9874175,0.8,0.992,0.399,1.0,0.373,-0.355,0.791,0.006,0.732,0.195,0.0,0.0,"{'tension_score': 0.311, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.399, 'lip_compression': 0.732, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.0812275,0.8,0.991,0.397,1.0,0.435,-0.313,0.797,0.009,0.64,0.259,0.0,0.0,"{'tension_score': 0.291, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.397, 'lip_compression': 0.64, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_154954,1768895398.1202276,0.8,0.989,0.406,1.0,0.414,-0.314,0.798,0.011,0.643,0.253,0.0,0.0,"{'tension_score': 0.295, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.406, 'lip_compression': 0.643, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_154954,1768895398.1487353,0.8,0.987,0.415,1.0,0.394,-0.304,0.8,0.011,0.667,0.231,0.0,0.0,"{'tension_score': 0.305, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.415, 'lip_compression': 0.667, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.177068,0.8,0.989,0.417,1.0,0.405,-0.306,0.8,0.005,0.711,0.204,0.0,0.0,"{'tension_score': 0.315, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.417, 'lip_compression': 0.711, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.2173796,0.8,0.983,0.437,1.0,0.374,-0.435,0.801,0.005,0.821,0.13,0.0,0.0,"{'tension_score': 0.345, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.437, 'lip_compression': 0.821, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.2399304,0.8,0.983,0.437,1.0,0.444,-0.442,0.803,0.008,0.755,0.186,0.0,0.0,"{'tension_score': 0.323, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.437, 'lip_compression': 0.755, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.26628,0.8,0.982,0.438,1.0,0.435,-0.437,0.804,0.008,0.744,0.195,0.0,0.0,"{'tension_score': 0.322, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.438, 'lip_compression': 0.744, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.2879577,0.8,0.983,0.41,1.0,0.429,-0.353,0.798,0.006,0.757,0.188,0.0,0.0,"{'tension_score': 0.334, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.41, 'lip_compression': 0.757, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.325492,0.8,0.988,0.405,1.0,0.43,-0.351,0.801,0.004,0.751,0.183,0.0,0.0,"{'tension_score': 0.332, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.405, 'lip_compression': 0.751, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.3466706,0.8,0.991,0.409,1.0,0.392,-0.325,0.798,0.001,0.765,0.178,0.0,0.0,"{'tension_score': 0.334, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.409, 'lip_compression': 0.765, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.3671486,0.8,0.992,0.407,1.0,0.364,-0.313,0.803,-0.001,0.788,0.159,0.0,0.0,"{'tension_score': 0.335, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.407, 'lip_compression': 0.788, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.3922,0.8,0.993,0.413,1.0,0.376,-0.295,0.804,-0.002,0.791,0.16,0.0,0.0,"{'tension_score': 0.342, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.413, 'lip_compression': 0.791, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.481937,0.8,0.993,0.418,1.0,0.383,-0.292,0.8,-0.002,0.796,0.154,0.0,0.0,"{'tension_score': 0.349, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.418, 'lip_compression': 0.796, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.518565,0.8,0.993,0.417,1.0,0.368,-0.278,0.8,-0.003,0.794,0.155,0.0,0.0,"{'tension_score': 0.351, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.417, 'lip_compression': 0.794, 'eye_closure': 0.0, 'expression_instability': 0.0}}","{'gaze_asymmetry': {'intensity': 0.27, 'duration_frames': 4, 'onset_frame': 11}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.544362,0.8,0.993,0.425,1.0,0.368,-0.275,0.799,-0.003,0.799,0.15,0.0,0.0,"{'tension_score': 0.352, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.425, 'lip_compression': 0.799, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_154954,1768895398.5666175,0.8,0.994,0.423,1.0,0.386,-0.276,0.801,-0.001,0.8,0.154,0.0,0.0,"{'tension_score': 0.352, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.423, 'lip_compression': 0.8, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
