session_id,timestamp,focus_score,symmetry_score,au4_frown,au12_smile,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au15_mouth_down,au23_lip_compression,au25_mouth_open,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_160710,1768896431.8846989,0.3,0.998,0.0,0.568,0.576,0.484,0.461,-0.001,0.986,0.231,29.752,0.0,"{'tension_score': 0.553, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.046, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896431.9122877,0.3,0.999,0.0,0.577,0.567,0.503,0.47,0.003,0.981,0.224,25.0,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.981, 'eye_closure': 0.0, 'expression_instability': 0.045, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896431.93884,0.3,0.998,0.0,0.579,0.556,0.502,0.472,-0.001,0.978,0.219,21.302,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.978, 'eye_closure': 0.0, 'expression_instability': 0.043, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896431.9718213,0.3,0.999,0.0,0.588,0.552,0.477,0.47,-0.003,0.986,0.256,18.367,0.0,"{'tension_score': 0.553, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.042, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.0066648,0.3,0.997,0.0,0.596,0.557,0.503,0.455,-0.002,0.984,0.251,16.0,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.984, 'eye_closure': 0.0, 'expression_instability': 0.041, 'emotional_influence': 0.3}}","{'au6_cheek_raise': {'intensity': 0.632, 'duration_frames': 6, 'onset_frame': 9}, 'blink_rate_per_min': {'intensity': 1800.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.0366778,0.3,0.998,0.0,0.588,0.544,0.502,0.465,-0.003,0.982,0.234,14.062,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.982, 'eye_closure': 0.0, 'expression_instability': 0.04, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 900.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.066587,0.3,0.997,0.0,0.566,0.559,0.485,0.468,-0.004,0.987,0.273,12.457,0.0,"{'tension_score': 0.553, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.987, 'eye_closure': 0.0, 'expression_instability': 0.039, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 400.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.1064336,0.3,0.999,0.0,0.576,0.56,0.502,0.456,-0.002,0.986,0.281,11.111,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.038, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 225.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.1308632,0.3,0.999,0.0,0.553,0.565,0.497,0.477,0.0,0.985,0.213,9.972,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.985, 'eye_closure': 0.0, 'expression_instability': 0.037, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 144.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.1650224,0.3,0.998,0.0,0.577,0.559,0.49,0.467,-0.002,0.984,0.262,9.0,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.984, 'eye_closure': 0.0, 'expression_instability': 0.036, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 100.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.1912637,0.3,0.997,0.0,0.577,0.547,0.513,0.469,-0.001,0.987,0.248,8.163,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.987, 'eye_closure': 0.0, 'expression_instability': 0.036, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 73.469, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.2322404,0.3,0.997,0.0,0.555,0.547,0.47,0.475,-0.002,0.985,0.209,7.438,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.985, 'eye_closure': 0.0, 'expression_instability': 0.035, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 56.25, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.274386,0.3,0.997,0.0,0.545,0.556,0.472,0.481,-0.001,0.983,0.193,6.805,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.034, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 44.444, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.3118215,0.3,0.999,0.0,0.556,0.556,0.471,0.472,-0.003,0.983,0.214,6.25,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.034, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 36.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.3497455,0.3,0.998,0.0,0.549,0.557,0.457,0.463,-0.001,0.988,0.224,5.76,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.988, 'eye_closure': 0.0, 'expression_instability': 0.033, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 29.752, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.377131,0.3,0.998,0.0,0.549,0.552,0.462,0.473,-0.001,0.989,0.228,5.325,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.989, 'eye_closure': 0.0, 'expression_instability': 0.033, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 25.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.4072196,0.3,0.999,0.0,0.57,0.542,0.477,0.468,-0.003,0.984,0.226,4.938,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.984, 'eye_closure': 0.0, 'expression_instability': 0.032, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 21.302, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.4358897,0.3,0.998,0.0,0.549,0.555,0.447,0.471,-0.002,0.99,0.217,4.592,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.99, 'eye_closure': 0.0, 'expression_instability': 0.032, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 18.367, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.4641218,0.3,0.998,0.0,0.554,0.57,0.462,0.458,-0.001,0.989,0.229,4.281,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.989, 'eye_closure': 0.0, 'expression_instability': 0.031, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 16.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.4996402,0.3,0.997,0.0,0.575,0.568,0.478,0.449,-0.001,0.989,0.229,4.0,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.989, 'eye_closure': 0.0, 'expression_instability': 0.031, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 14.062, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.5332954,0.3,0.998,0.0,0.549,0.556,0.472,0.472,-0.001,0.988,0.181,3.746,0.0,"{'tension_score': 0.552, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.988, 'eye_closure': 0.0, 'expression_instability': 0.03, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 12.457, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.5692608,0.3,0.999,0.0,0.565,0.568,0.471,0.461,-0.001,0.983,0.229,3.516,0.0,"{'tension_score': 0.55, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.03, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 11.111, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.6071749,0.3,0.999,0.0,0.556,0.576,0.462,0.457,-0.0,0.984,0.21,3.306,0.0,"{'tension_score': 0.55, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.984, 'eye_closure': 0.0, 'expression_instability': 0.029, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 9.972, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.634926,0.3,0.999,0.0,0.553,0.575,0.458,0.456,-0.0,0.988,0.214,3.114,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.988, 'eye_closure': 0.0, 'expression_instability': 0.029, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 9.0, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.6590838,0.3,0.997,0.0,0.556,0.564,0.464,0.456,0.0,0.987,0.238,2.939,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.987, 'eye_closure': 0.0, 'expression_instability': 0.029, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 8.163, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.6952946,0.3,0.999,0.0,0.566,0.545,0.481,0.461,-0.001,0.984,0.22,2.778,0.0,"{'tension_score': 0.55, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.984, 'eye_closure': 0.0, 'expression_instability': 0.028, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 7.438, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.7465649,0.3,0.998,0.0,0.584,0.537,0.485,0.461,-0.004,0.983,0.228,2.63,0.0,"{'tension_score': 0.55, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.028, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 6.805, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.7810805,0.3,0.999,0.0,0.572,0.566,0.468,0.463,-0.001,0.983,0.237,2.493,0.0,"{'tension_score': 0.55, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.983, 'eye_closure': 0.0, 'expression_instability': 0.028, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 6.25, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.8141527,0.3,0.999,0.0,0.58,0.553,0.457,0.453,-0.002,0.986,0.261,2.367,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.028, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 5.76, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.8312232,0.3,0.998,0.0,0.562,0.562,0.469,0.446,-0.002,0.986,0.259,2.25,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.986, 'eye_closure': 0.0, 'expression_instability': 0.027, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 5.325, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_160710,1768896432.8644078,0.3,0.997,0.0,0.566,0.562,0.448,0.447,-0.003,0.987,0.256,2.142,0.0,"{'tension_score': 0.551, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.0, 'lip_compression': 0.987, 'eye_closure': 0.0, 'expression_instability': 0.027, 'emotional_influence': 0.3}}","{'blink_rate_per_min': {'intensity': 4.938, 'duration_frames': 1, 'onset_frame': 14}}","{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
