session_id,timestamp,focus_score,symmetry_score,au1_inner_brow_raise,au2_outer_brow_raise,au4_frown,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au10_upper_lip_raise,au12_smile,au14_dimpler,au15_mouth_down,au20_lip_stretcher,au23_lip_compression,au25_mouth_open,au26_jaw_drop,head_yaw,head_pitch,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level,left_iris_x,left_iris_y,right_iris_x,right_iris_y,gaze_direction_x,gaze_direction_y,gaze_deviation
20260123_174823,1769161704.921254,0.3,0.991,0.254,0.301,0.094,0.433,0.553,0.492,0.0,0.007,0.691,0.006,0.007,0.374,0.0,0.0,0.271,-0.999,0.0,0.0,"{'tension_score': 0.422, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.094, 'lip_compression': 0.374, 'eye_closure': 0.0, 'expression_instability': 0.003, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.476,0.533,0.582,0.537,-0.008,-0.636,0.636
20260123_174823,1769161704.9504573,0.3,0.989,0.255,0.303,0.095,0.434,0.544,0.492,0.0,0.017,0.663,0.003,0.017,0.736,0.0,0.0,0.273,-0.999,0.0,0.0,"{'tension_score': 0.513, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.095, 'lip_compression': 0.736, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.476,0.532,0.582,0.536,-0.011,-0.639,0.639
20260123_174823,1769161704.9778657,0.3,0.989,0.254,0.301,0.097,0.437,0.535,0.493,0.003,0.007,0.684,0.0,0.007,0.531,0.0,0.0,0.271,-0.999,0.0,0.0,"{'tension_score': 0.463, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.097, 'lip_compression': 0.531, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.476,0.531,0.582,0.536,-0.009,-0.636,0.636
20260123_174823,1769161705.0104008,0.3,0.99,0.253,0.301,0.093,0.43,0.555,0.493,0.004,0.005,0.7,0.0,0.005,0.0,0.0,0.036,0.27,-0.999,0.0,0.0,"{'tension_score': 0.029, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.474,0.529,0.581,0.535,-0.015,-0.64,0.64
20260123_174823,1769161705.045777,0.3,0.99,0.254,0.306,0.103,0.417,0.586,0.492,0.006,0.008,0.683,0.0,0.008,0.0,0.0,0.022,0.271,-0.999,0.0,0.0,"{'tension_score': 0.332, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.103, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.47,0.527,0.577,0.534,-0.036,-0.648,0.649
20260123_174823,1769161705.0797086,0.3,0.99,0.251,0.3,0.096,0.431,0.548,0.493,0.009,0.011,0.705,0.0,0.011,0.0,0.0,0.005,0.273,-0.999,0.0,0.0,"{'tension_score': 0.03, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.096, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.47,0.527,0.576,0.534,-0.04,-0.637,0.638
20260123_174823,1769161705.0990255,0.3,0.992,0.244,0.291,0.093,0.436,0.537,0.493,0.009,0.014,0.711,0.0,0.014,0.0,0.0,0.048,0.275,-0.999,0.0,0.0,"{'tension_score': 0.029, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.005, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.47,0.527,0.576,0.533,-0.041,-0.634,0.635
20260123_174823,1769161705.1211002,0.3,0.991,0.246,0.291,0.089,0.437,0.528,0.493,0.004,0.016,0.726,0.0,0.016,0.0,0.0,0.082,0.274,-0.999,0.0,0.0,"{'tension_score': 0.028, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.089, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.006, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.468,0.527,0.575,0.534,-0.044,-0.635,0.637
20260123_174823,1769161705.141084,0.3,0.992,0.244,0.292,0.085,0.442,0.506,0.493,0.001,0.022,0.71,0.0,0.022,0.0,0.0,0.116,0.273,-0.999,0.0,0.0,"{'tension_score': 0.027, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.085, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.468,0.527,0.575,0.535,-0.042,-0.634,0.635
20260123_174823,1769161705.163548,0.3,0.992,0.249,0.3,0.08,0.437,0.502,0.491,0.0,0.019,0.693,0.004,0.019,0.0,0.0,0.098,0.268,-0.999,0.0,0.0,"{'tension_score': 0.025, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.468,0.528,0.575,0.535,-0.04,-0.647,0.648
20260123_174823,1769161705.196934,0.3,0.993,0.245,0.297,0.085,0.434,0.513,0.491,0.0,0.019,0.677,0.005,0.019,0.0,0.0,0.05,0.265,-0.999,0.0,0.0,"{'tension_score': 0.026, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.085, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.468,0.528,0.576,0.535,-0.039,-0.649,0.65
20260123_174823,1769161705.2170298,0.3,0.994,0.244,0.294,0.08,0.436,0.491,0.492,0.0,0.01,0.698,0.005,0.01,0.0,0.0,0.073,0.269,-0.999,0.0,0.0,"{'tension_score': 0.025, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.469,0.528,0.576,0.534,-0.042,-0.646,0.647
20260123_174823,1769161705.251462,0.3,0.991,0.238,0.288,0.093,0.448,0.486,0.493,0.014,0.0,0.665,0.0,0.0,0.217,0.0,0.143,0.272,-0.999,0.0,0.0,"{'tension_score': 0.383, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.217, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.469,0.525,0.577,0.533,-0.041,-0.638,0.639
20260123_174823,1769161705.2832415,0.3,0.99,0.239,0.29,0.093,0.443,0.506,0.493,0.025,0.0,0.654,0.0,0.0,0.415,0.0,0.148,0.274,-0.999,0.0,0.0,"{'tension_score': 0.433, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.093, 'lip_compression': 0.415, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.468,0.522,0.576,0.531,-0.046,-0.644,0.646
20260123_174823,1769161705.309817,0.3,0.992,0.237,0.284,0.075,0.444,0.487,0.493,0.037,0.0,0.676,0.0,0.0,0.665,0.0,0.173,0.273,-0.999,0.0,0.0,"{'tension_score': 0.49, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.075, 'lip_compression': 0.665, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.468,0.52,0.575,0.527,-0.045,-0.638,0.64
20260123_174823,1769161705.3629258,0.3,0.991,0.242,0.292,0.077,0.45,0.461,0.494,0.04,0.0,0.713,0.0,0.0,0.525,0.0,0.237,0.272,-0.999,0.0,0.0,"{'tension_score': 0.455, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.077, 'lip_compression': 0.525, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.467,0.519,0.574,0.526,-0.048,-0.633,0.635
20260123_174823,1769161705.4176521,0.3,0.992,0.238,0.286,0.071,0.452,0.468,0.494,0.043,0.0,0.727,0.0,0.0,0.491,0.0,0.247,0.271,-0.999,0.0,0.0,"{'tension_score': 0.445, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.071, 'lip_compression': 0.491, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.466,0.519,0.574,0.525,-0.048,-0.627,0.628
20260123_174823,1769161705.4503276,0.3,0.991,0.245,0.299,0.066,0.446,0.46,0.493,0.041,0.0,0.727,0.0,0.0,0.536,0.0,0.199,0.268,-0.999,0.0,0.0,"{'tension_score': 0.455, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.066, 'lip_compression': 0.536, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.3}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0}",anxiety,1.0,medium,0.466,0.519,0.574,0.525,-0.045,-0.639,0.641
20260123_174823,1769161705.4688606,0.3,0.991,0.248,0.304,0.074,0.438,0.464,0.493,0.032,0.0,0.715,0.0,0.0,0.0,0.0,0.249,0.266,-0.999,0.0,0.0,"{'tension_score': 0.023, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.074, 'lip_compression': 0.0, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.466,0.519,0.574,0.526,-0.046,-0.651,0.653
20260123_174823,1769161705.4892533,0.3,0.991,0.248,0.303,0.071,0.438,0.461,0.493,0.032,0.0,0.719,0.0,0.0,0.181,0.0,0.208,0.268,-0.999,0.0,0.0,"{'tension_score': 0.067, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.071, 'lip_compression': 0.181, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.465,0.52,0.573,0.525,-0.052,-0.65,0.652
20260123_174823,1769161705.5087621,0.3,0.991,0.247,0.303,0.08,0.436,0.473,0.492,0.027,0.0,0.696,0.0,0.0,0.084,0.0,0.239,0.267,-0.999,0.0,0.0,"{'tension_score': 0.046, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.08, 'lip_compression': 0.084, 'eye_closure': 0.0, 'expression_instability': 0.007, 'emotional_influence': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 0.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0, 'forced_smile': 0.0, 'startled_anxiety': 0.0, 'cognitive_load': 0.0, 'moral_disgust': 0.0, 'neutral': 1.0}",neutral,1.0,low,0.465,0.52,0.572,0.526,-0.057,-0.652,0.655
