session_id,timestamp,focus_score,symmetry_score,au4_frown,au12_smile,au6_cheek_raise,au7_eye_squeeze,au9_nose_wrinkle,au15_mouth_down,au23_lip_compression,au25_mouth_open,blink_rate_per_min,eye_closed_sec,psychological_signals,micro_expressions,emotion_vector,dominant_emotion,confidence,tension_level
20260120_155056,1768895458.0632348,0.8,0.996,0.393,1.0,0.373,-0.296,0.791,0.003,0.712,0.235,0.0,0.0,"{'tension_score': 0.309, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.393, 'lip_compression': 0.712, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.0972228,0.8,0.996,0.387,1.0,0.353,-0.278,0.79,0.005,0.659,0.277,0.0,0.0,"{'tension_score': 0.295, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.387, 'lip_compression': 0.659, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.1196845,0.8,0.996,0.39,1.0,0.38,-0.302,0.79,0.004,0.714,0.236,0.0,0.0,"{'tension_score': 0.309, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.39, 'lip_compression': 0.714, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.1575007,0.8,0.996,0.389,1.0,0.354,-0.287,0.79,0.005,0.649,0.284,0.0,0.0,"{'tension_score': 0.293, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.389, 'lip_compression': 0.649, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.1902504,0.8,0.996,0.392,1.0,0.373,-0.291,0.791,0.003,0.707,0.242,0.0,0.0,"{'tension_score': 0.31, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.392, 'lip_compression': 0.707, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.218008,0.8,0.996,0.393,1.0,0.372,-0.291,0.79,0.003,0.696,0.25,0.0,0.0,"{'tension_score': 0.307, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.393, 'lip_compression': 0.696, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.281019,0.8,0.996,0.394,1.0,0.386,-0.29,0.79,0.003,0.715,0.235,0.0,0.0,"{'tension_score': 0.312, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.394, 'lip_compression': 0.715, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.3174276,0.8,0.996,0.392,1.0,0.359,-0.293,0.79,0.004,0.667,0.27,0.0,0.0,"{'tension_score': 0.298, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.392, 'lip_compression': 0.667, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.3388486,0.8,0.996,0.392,1.0,0.381,-0.293,0.79,0.003,0.705,0.243,0.0,0.0,"{'tension_score': 0.307, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.392, 'lip_compression': 0.705, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.3623052,0.8,0.996,0.39,1.0,0.371,-0.303,0.789,0.004,0.693,0.25,0.0,0.0,"{'tension_score': 0.303, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.39, 'lip_compression': 0.693, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.3912284,0.8,0.996,0.389,1.0,0.37,-0.295,0.789,0.003,0.679,0.261,0.0,0.0,"{'tension_score': 0.3, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.389, 'lip_compression': 0.679, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.4271283,0.8,0.996,0.387,1.0,0.361,-0.293,0.789,0.004,0.658,0.276,0.0,0.0,"{'tension_score': 0.295, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.387, 'lip_compression': 0.658, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.454465,0.8,0.996,0.388,1.0,0.36,-0.299,0.791,0.003,0.676,0.265,0.0,0.0,"{'tension_score': 0.299, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.388, 'lip_compression': 0.676, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.5021708,0.8,0.996,0.39,1.0,0.377,-0.299,0.79,0.003,0.717,0.231,0.0,0.0,"{'tension_score': 0.31, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.39, 'lip_compression': 0.717, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.5313334,0.8,0.996,0.391,1.0,0.359,-0.294,0.791,0.003,0.678,0.262,0.0,0.0,"{'tension_score': 0.299, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.391, 'lip_compression': 0.678, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.560278,0.8,0.996,0.394,1.0,0.368,-0.298,0.79,0.002,0.685,0.257,0.0,0.0,"{'tension_score': 0.302, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.394, 'lip_compression': 0.685, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.5940242,0.8,0.996,0.395,1.0,0.38,-0.298,0.79,0.002,0.696,0.249,0.0,0.0,"{'tension_score': 0.305, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.395, 'lip_compression': 0.696, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.617276,0.8,0.996,0.393,1.0,0.371,-0.313,0.789,0.003,0.683,0.26,0.0,0.0,"{'tension_score': 0.301, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.393, 'lip_compression': 0.683, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.6556952,0.8,0.997,0.389,1.0,0.383,-0.347,0.787,0.003,0.685,0.256,0.0,0.0,"{'tension_score': 0.299, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.389, 'lip_compression': 0.685, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.7051582,0.8,0.997,0.392,1.0,0.366,-0.335,0.79,0.002,0.694,0.253,0.0,0.0,"{'tension_score': 0.303, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.392, 'lip_compression': 0.694, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.7406392,0.8,0.997,0.396,1.0,0.382,-0.33,0.786,0.001,0.712,0.239,0.0,0.0,"{'tension_score': 0.311, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.396, 'lip_compression': 0.712, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.7670665,0.8,0.997,0.388,1.0,0.376,-0.333,0.79,0.002,0.674,0.268,0.0,0.0,"{'tension_score': 0.297, 'tension_level': 'low', 'tension_sources': {'brow_furrow': 0.388, 'lip_compression': 0.674, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,low
20260120_155056,1768895458.8040183,0.8,0.997,0.395,1.0,0.394,-0.337,0.788,0.001,0.698,0.25,0.0,0.0,"{'tension_score': 0.306, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.395, 'lip_compression': 0.698, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.840193,0.8,0.997,0.39,1.0,0.384,-0.333,0.789,0.002,0.683,0.261,0.0,0.0,"{'tension_score': 0.3, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.39, 'lip_compression': 0.683, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.8663256,0.8,0.997,0.392,1.0,0.388,-0.33,0.79,0.002,0.704,0.244,0.0,0.0,"{'tension_score': 0.306, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.392, 'lip_compression': 0.704, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.889649,0.8,0.997,0.395,1.0,0.39,-0.328,0.789,0.002,0.709,0.239,0.0,0.0,"{'tension_score': 0.31, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.395, 'lip_compression': 0.709, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.922516,0.8,0.998,0.39,1.0,0.412,-0.329,0.789,0.001,0.694,0.254,0.0,0.0,"{'tension_score': 0.303, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.39, 'lip_compression': 0.694, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.9476483,0.8,0.997,0.396,1.0,0.389,-0.325,0.789,0.001,0.717,0.234,0.0,0.0,"{'tension_score': 0.312, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.396, 'lip_compression': 0.717, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895458.9834754,0.8,0.997,0.396,1.0,0.382,-0.326,0.789,0.002,0.732,0.218,0.0,0.0,"{'tension_score': 0.316, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.396, 'lip_compression': 0.732, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895459.0121596,0.8,0.997,0.395,1.0,0.375,-0.311,0.79,0.003,0.714,0.235,0.0,0.0,"{'tension_score': 0.312, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.395, 'lip_compression': 0.714, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895459.046955,0.8,0.996,0.394,1.0,0.37,-0.313,0.788,0.003,0.667,0.269,0.0,0.0,"{'tension_score': 0.302, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.394, 'lip_compression': 0.667, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
20260120_155056,1768895459.0842173,0.8,0.997,0.393,1.0,0.429,-0.327,0.788,0.0,0.73,0.216,0.0,0.0,"{'tension_score': 0.316, 'tension_level': 'medium', 'tension_sources': {'brow_furrow': 0.393, 'lip_compression': 0.73, 'eye_closure': 0.0, 'expression_instability': 0.0}}",{},"{'happy': 0.0, 'sadness': 0.0, 'anger': 0.0, 'fear': 0.0, 'surprise': 0.0, 'disgust': 0.0, 'contempt': 0.0, 'anxiety': 1.0, 'fatigue': 0.0, 'polite_smile': 0.0, 'distress': 0.0}",anxiety,1.0,medium
