timestamp,timestamp_iso,left_hand_score,right_hand_score,shoulder_score,overall_score,emotion_state,feedback,used_features,is_valid
1768729953.249141,2026-01-18T17:52:33.249141,50.0,50.0,51.408261219549196,51.408261219549196,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.291966,2026-01-18T17:52:33.291966,50.0,50.0,50.989374200760025,50.989374200760025,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.357477,2026-01-18T17:52:33.357477,50.0,50.0,50.611615042532485,50.611615042532485,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.41535,2026-01-18T17:52:33.415350,50.0,50.0,50.278644764859884,50.278644764859884,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.460647,2026-01-18T17:52:33.460647,50.0,50.0,50.26262671222283,50.26262671222283,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.50661,2026-01-18T17:52:33.506610,50.0,50.0,50.19452769716367,50.19452769716367,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.542749,2026-01-18T17:52:33.542749,50.0,50.0,50.457379984242685,50.457379984242685,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.578785,2026-01-18T17:52:33.578785,50.0,50.0,51.41664861718744,51.41664861718744,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.617601,2026-01-18T17:52:33.617601,50.0,50.0,51.822948545051176,51.822948545051176,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.675398,2026-01-18T17:52:33.675398,50.0,50.0,52.547889292279926,52.547889292279926,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.741107,2026-01-18T17:52:33.741107,50.0,50.0,52.971812471660705,52.971812471660705,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.811094,2026-01-18T17:52:33.811094,50.0,50.0,51.35384884075392,51.35384884075392,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.854612,2026-01-18T17:52:33.854612,50.0,50.0,50.49235899079806,50.49235899079806,中性,状态平稳，保持自然呼吸,shoulder,True
1768729953.903682,2026-01-18T17:52:33.903682,50.0,50.0,47.986717270274745,47.986717270274745,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729953.954912,2026-01-18T17:52:33.954912,50.0,50.0,46.448136188461014,46.448136188461014,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.016467,2026-01-18T17:52:34.016467,50.0,50.0,45.441260254109295,45.441260254109295,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.054783,2026-01-18T17:52:34.054783,50.0,50.0,44.68908784603955,44.68908784603955,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.105265,2026-01-18T17:52:34.105265,50.0,50.0,42.12420790825586,42.12420790825586,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.153853,2026-01-18T17:52:34.153853,50.0,50.0,40.12470740359998,40.12470740359998,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.195257,2026-01-18T17:52:34.195257,50.0,50.0,37.49533238561006,37.49533238561006,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.239882,2026-01-18T17:52:34.239882,50.0,50.0,35.34064217043366,35.34064217043366,轻微紧张,注意放松手部和肩膀，深呼吸～,shoulder,True
1768729954.294708,2026-01-18T17:52:34.294708,50.0,50.0,30.625359599887894,30.625359599887894,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.335224,2026-01-18T17:52:34.335224,50.0,50.0,26.81071105945818,26.81071105945818,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.381849,2026-01-18T17:52:34.381849,50.0,50.0,23.060765588637835,23.060765588637835,紧张,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.437971,2026-01-18T17:52:34.437971,50.0,50.0,8.723242942385575,8.723242942385575,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.483544,2026-01-18T17:52:34.483544,50.0,50.0,2.2006834992106405,2.2006834992106405,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.539166,2026-01-18T17:52:34.539166,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.598917,2026-01-18T17:52:34.598917,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.650839,2026-01-18T17:52:34.650839,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.696752,2026-01-18T17:52:34.696752,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.748709,2026-01-18T17:52:34.748709,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.790576,2026-01-18T17:52:34.790576,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.835619,2026-01-18T17:52:34.835619,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.902703,2026-01-18T17:52:34.902703,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.946494,2026-01-18T17:52:34.946494,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729954.993535,2026-01-18T17:52:34.993535,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.043337,2026-01-18T17:52:35.043337,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.091875,2026-01-18T17:52:35.091875,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.134556,2026-01-18T17:52:35.134556,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.188617,2026-01-18T17:52:35.188617,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.251772,2026-01-18T17:52:35.251772,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.291101,2026-01-18T17:52:35.291101,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.34825,2026-01-18T17:52:35.348250,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.398733,2026-01-18T17:52:35.398733,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.453841,2026-01-18T17:52:35.453841,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.505075,2026-01-18T17:52:35.505075,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.55471,2026-01-18T17:52:35.554710,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.602273,2026-01-18T17:52:35.602273,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.670781,2026-01-18T17:52:35.670781,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.724122,2026-01-18T17:52:35.724122,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.781363,2026-01-18T17:52:35.781363,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.824543,2026-01-18T17:52:35.824543,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.865583,2026-01-18T17:52:35.865583,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.919648,2026-01-18T17:52:35.919648,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729955.961816,2026-01-18T17:52:35.961816,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.021145,2026-01-18T17:52:36.021145,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.092564,2026-01-18T17:52:36.092564,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.137713,2026-01-18T17:52:36.137713,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.178707,2026-01-18T17:52:36.178707,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.226691,2026-01-18T17:52:36.226691,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.295783,2026-01-18T17:52:36.295783,60.336424604332564,50.0,0.0,36.20185476259954,轻微紧张,注意放松手部和肩膀，深呼吸～,both,True
1768729956.362019,2026-01-18T17:52:36.362019,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.410876,2026-01-18T17:52:36.410876,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.46054,2026-01-18T17:52:36.460540,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.529853,2026-01-18T17:52:36.529853,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.586636,2026-01-18T17:52:36.586636,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.646578,2026-01-18T17:52:36.646578,50.0,50.0,0.0,30.0,紧张,你可能处于紧张或焦虑状态，建议暂停休息,both,True
1768729956.728848,2026-01-18T17:52:36.728848,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.781778,2026-01-18T17:52:36.781778,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.828622,2026-01-18T17:52:36.828622,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.87246,2026-01-18T17:52:36.872460,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.91453,2026-01-18T17:52:36.914530,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
1768729956.973535,2026-01-18T17:52:36.973535,50.0,50.0,0.0,0.0,高度焦虑,你可能处于紧张或焦虑状态，建议暂停休息,shoulder,True
